threshold,total_kept,mean_wr,mean_pnl,mean_delta
0.5,332,0.5121782560162842,-1.5356623499684006,-0.5874340499684002
0.55,292,0.49397259518420233,-1.9592212351219005,-1.0109929351219002
0.6,251,0.5054538421190664,-1.8380704292879624,-0.8898421292879621
0.65,204,0.4846328464840261,-2.2316076199694637,-1.2833793199694636
0.7,156,0.46074229691876756,-2.9263857886427296,-1.9781574886427293
